Protein	Source ID	Standard Name	ratio	EsExp	Es	Fluxes	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P00509	fluxes_Gecko_GLC_CHEM_mu=0.46_P	aspC	0.00443665568220818	1.13858095318967E-05	5.05149165562295E-08	1.05572819800001	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_XYL_BATCH_mu=0.55_S	aspC	0.00502552544088862	1.20182994805041E-05	6.03982697954918E-08	1.26234504	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.36_P	aspC	0.00776269243722588	9.67621546593652E-06	7.51134846183935E-08	1.56982192919994	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_ACE_BATCH_mu=0.3_S	aspC	0.0078156402150326	8.00888587411349E-06	6.25945705153279E-08	1.30818494099998	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P52697	fluxes_Gecko_GLC_CHEM_mu=0.21_P	pgl	0.0248269226591234	6.41599288658152E-07	1.59289359176645E-08	0.118109725650014	30.5623566012094	0.322255370152785	0.3152	0.3659	0.1811	0.3826	0.374	0.225	0.547	43.74	0.591	0.553	320	331	-0.223565	0.07855	0.776	0.74699785681816	0.754782245041664	0.47087119375313	-0.26852810835049	0.392638036809816	0.510647257964094	0.676549112434284	0.22647945938651	0.480979644520895	0.0937069607597737	0.917412326797214	43.7402324384913	61	37.7559737747266	0.183883221223942	-0.0484	0.1866
P0AC53	fluxes_Gecko_GLC_CHEM_mu=0.21_P	zwf	0.0248269226591234	6.18959103714132E-07	1.53668497970711E-08	0.118109725650014	34.5169207779987	0.367565097518166	0.3307	0.3543	0.2356	0.3529	0.422	0.334	0.612	44.93	0.546	0.518	467	491	-0.373523	0.089613	0.777	0.755973160857222	0.864106602191698	0.566026798912272	-0.177856332622594	0.466804979253112	0.51125182426033	0.591653648940541	0.197077493834158	0.348176966555082	0.0966362142544134	0.801496752254225	44.9259039932738	61	41.5510513434884	0.196862281099911	-0.1548	0.3603
P0A6S7	fluxes_Gecko_GLC_CHEM_mu=0.11_V	gpsA	0.0309833314477998	0.0000019	5.88683297508197E-08	0.00764654	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P0AC53	fluxes_Gecko_GLC_CHEM_mu=0.49_V	zwf	0.0357386560316662	1.54778703807122E-06	5.53158285638987E-08	0.425157883500009	34.5169207779987	0.367565097518166	0.3307	0.3543	0.2356	0.3529	0.422	0.334	0.612	44.93	0.546	0.518	467	491	-0.373523	0.089613	0.777	0.755973160857222	0.864106602191698	0.566026798912272	-0.177856332622594	0.466804979253112	0.51125182426033	0.591653648940541	0.197077493834158	0.348176966555082	0.0966362142544134	0.801496752254225	44.9259039932738	61	41.5510513434884	0.196862281099911	-0.1548	0.3603
P52697	fluxes_Gecko_GLC_CHEM_mu=0.49_V	pgl	0.0357386560316662	1.60440173940708E-06	5.73391619012766E-08	0.425157883500009	30.5623566012094	0.322255370152785	0.3152	0.3659	0.1811	0.3826	0.374	0.225	0.547	43.74	0.591	0.553	320	331	-0.223565	0.07855	0.776	0.74699785681816	0.754782245041664	0.47087119375313	-0.26852810835049	0.392638036809816	0.510647257964094	0.676549112434284	0.22647945938651	0.480979644520895	0.0937069607597737	0.917412326797214	43.7402324384913	61	37.7559737747266	0.183883221223942	-0.0484	0.1866
P61949	fluxes_Gecko_GLC_CHEM_mu=0.49_V	fldA	0.0475938068214783	1.076955378114E-08	5.12564062213098E-10	0.00058530499999998	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P00509	fluxes_Gecko_GLC_CHEM_mu=0.41_P	aspC	0.0639085390878072	1.07116094767426E-05	6.8456331293773E-07	0.940975132999989	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_BATCH_mu=0.58_S	aspC	0.0643673870642101	1.44777083263384E-05	9.31892255644161E-07	1.33113555399995	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.51_P	aspC	0.0663701153205071	1.28300210195169E-05	8.51529974629867E-07	1.170481263	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_PYR_BATCH_mu=0.4_S	aspC	0.0667800902382668	1.00009844908207E-05	6.67866646768513E-07	0.918024519999983	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_MAN_BATCH_mu=0.47_S	aspC	0.0683056940299969	1.14892167989291E-05	7.84778927311952E-07	1.078731216	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.50_S	aspC	0.0686113044032954	1.21675766948482E-05	8.34833308460673E-07	1.14753065000003	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P61889	fluxes_Gecko_GLC_CHEM_mu=0.12_S	mdh	0.0692825053298294	2.4340864008227E-06	1.68639604038264E-07	0.118505815799992	41.7025816677535	0.389334047502213	0.3874	0.3123	0.2218	0.2892	0.567	0.508	0.711	39.4	0.49	0.525	308	312	0.19359	0.044872	0.781	0.81366546394789	1.43772724414581	1.40670461795029	0.0233939608549452	0.689320388349515	0.636041617599055	0.442393799094308	0.378953324573291	0.26939082998495	0.232411932047201	0.380170219556913	39.4011187717518	53.9861716458411	58.0214458706668	0.2996410133355	-0.3373	0.4726
P0A6S7	fluxes_Gecko_GLC_CHEM_mu=0.21_P	gpsA	0.101681660478689	0.0000021	2.13531487005246E-07	0.027736086	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P0A6S7	fluxes_Gecko_GLC_CHEM_mu=0.22_P	gpsA	0.101681660478689	0.0000022	2.23699653053115E-07	0.029056852	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P00509	fluxes_Gecko_GLC_CHEM_mu=0.21_P	aspC	0.102071798185775	6.52674873954039E-06	6.6619698015163E-07	0.915729458700039	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.21_V	aspC	0.10299020267301	6.4685471322622E-06	6.66196980151601E-07	0.915729458699996	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.22_P	aspC	0.103062059453591	6.77184843358781E-06	6.97920645873133E-07	0.959335623400036	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.20_S	aspC	0.106388327350312	5.96374931566423E-06	6.34473314430087E-07	0.872123293999984	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.26_P	aspC	0.111671462433166	7.38608853853562E-06	8.24815308759117E-07	1.13376028219998	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.31_V	aspC	0.114107895575748	8.61845389755549E-06	9.83433637366657E-07	1.35179110570001	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P00509	fluxes_Gecko_GLC_CHEM_mu=0.31_P	aspC	0.114291085879458	8.60463989644719E-06	9.83433637366657E-07	1.35179110570001	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P61949	fluxes_Gecko_XYL_BATCH_mu=0.55_S	fldA	0.122868698102329	4.2443347629925E-08	5.21495886639344E-09	0.029907625	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P00509	fluxes_Gecko_GLC_CHEM_mu=0.35_S	aspC	0.123851970764422	8.96496271637519E-06	1.11032830025263E-06	1.52621576449994	30.178780115408	0.36691036984964	0.3602	0.3727	0.2248	0.2847	0.476	0.389	0.648	44.53	0.522	0.524	383	396	-0.201515	0.090909	0.767	0.764369824189142	1.02646943630801	0.751257493543786	-0.0872852210161457	0.460358056265985	0.55060801673369	0.536409558100538	0.257226637443275	0.342394770972468	0.124190493974331	0.64509752368588	44.5349635849772	59.7965398403935	42.1911047719186	0.1976186779943	-0.1739	0.4025
P0A6S7	fluxes_Gecko_GLC_CHEM_mu=0.41_P	gpsA	0.129069599988428	0.0000017	2.19418319980328E-07	0.02850074	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P61949	fluxes_Gecko_GLC_CHEM_mu=0.22_P	fldA	0.142473850196108	1.697733905197E-08	2.4188268608189E-09	0.000499300999999841	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P61949	fluxes_Gecko_GLC_BATCH_mu=0.58_S	fldA	0.147100624149777	4.6643005184886E-08	6.86121517491803E-09	0.03153895	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P0A6S7	fluxes_Gecko_GLC_CHEM_mu=0.21_V	gpsA	0.152522490718033	0.0000014	2.13531487005246E-07	0.027736086	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P61889	fluxes_Gecko_GLC_CHEM_mu=0.26_P	mdh	0.153550779338157	4.2049649222646E-06	6.45675640903344E-07	1.3200902967926	41.7025816677535	0.389334047502213	0.3874	0.3123	0.2218	0.2892	0.567	0.508	0.711	39.4	0.49	0.525	308	312	0.19359	0.044872	0.781	0.81366546394789	1.43772724414581	1.40670461795029	0.0233939608549452	0.689320388349515	0.636041617599055	0.442393799094308	0.378953324573291	0.26939082998495	0.232411932047201	0.380170219556913	39.4011187717518	53.9861716458411	58.0214458706668	0.2996410133355	-0.3373	0.4726
P00370	fluxes_Gecko_PYR_BATCH_mu=0.4_S	gdhA	0.156520378301243	1.7255590619254E-07	2.70085157153702E-08	1.69924445999998	31.8670580100139	0.349373990235545	0.3506	0.3879	0.2368	0.2646	0.432	0.358	0.632	43.81	0.521	0.534	424	447	-0.157942	0.082774	0.753	0.756412928036687	0.935026035533024	0.727928943728974	-0.122076164379771	0.554545454545455	0.535138632069567	0.572324846296396	0.228049189136969	0.313284958788336	0.145947043951416	0.742499516660082	43.8109597050487	59.1467793576043	49.0760446807562	0.173247909018251	-0.2479	0.2817
P00370	fluxes_Gecko_GLC_BATCH_mu=0.58_S	gdhA	0.160226245247759	2.44419057107213E-07	3.91623477872864E-08	2.46390446699995	31.8670580100139	0.349373990235545	0.3506	0.3879	0.2368	0.2646	0.432	0.358	0.632	43.81	0.521	0.534	424	447	-0.157942	0.082774	0.753	0.756412928036687	0.935026035533024	0.727928943728974	-0.122076164379771	0.554545454545455	0.535138632069567	0.572324846296396	0.228049189136969	0.313284958788336	0.145947043951416	0.742499516660082	43.8109597050487	59.1467793576043	49.0760446807562	0.173247909018251	-0.2479	0.2817
