Protein	Source ID	Standard Name	ratio	EsExp	Es	Fluxes	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P0A6W3	fluxes_kapp_Gecko_GLC_BATCH_mu=0.58_S	mraY	0.0630424900453886	8.315561000736E-07	5.24233671610721E-08	0.00805852	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.11_V	coaE	0.064845837063166	4.0675057500021E-07	2.63760815118127E-08	3.7069999999962E-05	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.50_S	coaE	0.0648458370631786	1.84886625000023E-06	1.19891279599125E-07	0.000168499999999794	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLYC_BATCH_mu=0.47_S	coaE	0.0648458370632019	1.73793427499997E-06	1.12697802823202E-07	0.000158389999999842	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.35_S	coaE	0.0648458370632373	1.29420637500025E-06	8.39238957194692E-08	0.000117949999999971	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.36_P	coaE	0.0648458370632544	1.33118370000002E-06	8.63217213114614E-08	0.00012131999999998	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.41_P	coaE	0.0648458370632564	1.51607032499984E-06	9.83108492713778E-08	0.000138169999999965	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.46_P	coaE	0.0648458370632722	1.7009569499999E-06	1.10299977231334E-07	0.000155020000000006	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	coaE	0.0648458370632831	1.73793427500023E-06	1.1269780282336E-07	0.000158390000000064	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.51_P	coaE	0.0648458370632922	1.88584357500004E-06	1.22289105191309E-07	0.000171870000000074	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GLC_CHEM_mu=0.49_V	coaE	0.064845837063298	1.81188892499986E-06	1.17493454007335E-07	0.000165130000000069	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_PYR_BATCH_mu=0.4_S	coaE	0.0648458370633018	1.47909299999999E-06	9.59130236794696E-08	0.000134800000000074	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_GAM_BATCH_mu=0.46_S	coaE	0.0648458370633401	1.70095694999994E-06	1.10299977231452E-07	0.000155020000000172	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6I9	fluxes_kapp_Gecko_XYL_BATCH_mu=0.55_S	coaE	0.0648458370633994	2.03375287500009E-06	1.31880407559476E-07	0.000185350000000389	28.4002529947444	0.316986889167368	0.3609	0.3018	0.2331	0.3423	0.271	0.056	0.443	51.3	0.507	0.529	201	206	-0.115534	0.048544	0.675	0.728171636265699	0.77551761178124	0.766885838290597	-0.399835552312155	0.455445544554455	0.614774146273271	0.792727511192471	0.401951535438623	0.524134773872706	0.31346341087069	0.95183013995799	51.2991586014376	53.9728130026203	36.3706681436389	0.171223014041367	-0.1436	0.0919
P0A6W3	fluxes_kapp_Gecko_GLC_CHEM_mu=0.35_S	mraY	0.0656969106788785	4.8152630316E-07	3.16347905282331E-08	0.0048629	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_PYR_BATCH_mu=0.4_S	mraY	0.0656969106788786	5.5031577504E-07	3.61540463179807E-08	0.0055576	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_GLC_CHEM_mu=0.51_P	mraY	0.0656969106788786	7.01652613176E-07	4.60964090554254E-08	0.00708594	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_GLC_CHEM_mu=0.50_S	mraY	0.0656969106788786	0.0000006878947188	4.51925578974759E-08	0.006947	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_GLC_CHEM_mu=0.11_V	mraY	0.0656969106788786	1.51336838136E-07	9.9423627374447E-09	0.00152834	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_XYL_BATCH_mu=0.55_S	mraY	0.0656969106788786	7.5668419068E-07	4.97118136872235E-08	0.0076417	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_GLC_CHEM_mu=0.49_V	mraY	0.0656969106788786	6.74136824424E-07	4.42887067395264E-08	0.00680806	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_GLYC_BATCH_mu=0.47_S	mraY	0.0656969106788787	6.46621035672E-07	4.24810044236274E-08	0.00653018	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	mraY	0.0656969106788787	6.46621035672E-07	4.24810044236274E-08	0.00653018	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
P0A6W3	fluxes_kapp_Gecko_GLC_CHEM_mu=0.36_P	mraY	0.0656969106788787	4.95284197536E-07	3.25386416861827E-08	0.00500184	30.9925177639192	0.344610486414559	0.2774	0.3355	0.1587	0.4245	0.363	0.287	0.564	41.13	0.617	0.535	337	360	0.824167	0.136111	0.77	0.779653914868536	0.879119933038521	0.595511459413739	-0.261355090953155	0.52991452991453	0.526402498272609	0.598783486177128	0.235214304974731	0.394978637701265	0.114462815048037	0.581437617939411	41.1293797308771	60.8502121511942	48.0084533193252	0.215891262295051	-0.1007	0.3167
